id,registry,is_resolved,iv_version,identification_step,is_dupe,iv_completion,iv_status,iv_interventional,has_german_umc_lead,lead_cities,facility_cities,title,center_size,main_sponsor,study_type,intervention_type,phase,enrollment,recruitment_status,masking,allocation,is_randomized,is_multicentric,is_prospective,has_summary_results,registration_date,start_date,completion_date,completion_year,primary_completion_date,primary_completion_year,summary_results_date,days_cd_to_summary,days_pcd_to_summary,days_reg_to_start,days_reg_to_cd,days_reg_to_pcd,days_cd_to_publication,days_pcd_to_publication,days_reg_to_publication,results_search_start_date,results_search_end_date,registry_download_date,doi,pmid,url,publication_date,publication_type,has_pubmed,has_ft,ft_source,pub_title,journal_pubmed,ppub_date,epub_date,has_iv_trn_abstract,has_iv_trn_secondary_id,has_iv_trn_ft,has_reg_pub_link,pmid_link,doi_link,reference_derived,has_crossreg_clinicaltrials.gov,has_crossreg_isrctn,has_crossreg_eudract,has_crossreg_drks,has_crossreg_anzctr,has_crossreg_ntr,n_crossreg_secondary_id,n_crossreg_abstract,n_crossreg_ft,n_crossreg_reg,n_reg_pub_any,n_reg_pub_doi_or_pmid,results_followup_pub,results_followup_sumres,has_followup_2y_pub,has_followup_2y_sumres,has_followup_5y_pub,has_followup_5y_sumres,is_summary_results_1y,is_summary_results_2y,is_summary_results_5y,is_publication_2y,is_publication_5y,color_green_only,color,issn,journal_unpaywall,publisher,publication_date_unpaywall,syp_response,can_archive,archiving_locations,inst_repository,versions,submitted_version,accepted_version,published_version,licenses_required,permission_issuer,embargo,date_embargo_elapsed,is_embargo_elapsed,permission_accepted,permission_published,is_oa,is_archivable,is_closed_archivable,reg_after_cd,reg_after_pub,reg_1y_after_start
NCT00151255,ClinicalTrials.gov,TRUE,1,Registry linked,FALSE,TRUE,TRUE,TRUE,TRUE,Ulm,Bonn Giessen Göttingen Hamburg Schleswig-Holstein Homburg,All-Trans Retinoic Acid in Combination With Standard Induction and Consolidation Therapy in Older Patients With Newly Diagnosed Acute Myeloid Leukemia,large,Other,Interventional,Drug,Phase 3,500,Completed,None (Open Label),Non-Randomized,FALSE,TRUE,FALSE,FALSE,2005-09-06,2004-06-01,2011-01-01,2011,2009-06-01,2009,NA,NA,NA,-462,1943,1364,928,1507,2871,2017-07-01,2017-12-01,2021-08-15,10.1182/blood-2013-05-503847,23863898,http://www.bloodjournal.org/content/122/9/1576.long,2013-07-17,journal publication,TRUE,TRUE,doi,The value of allogeneic and autologous hematopoietic stem cell transplantation in prognostically favorable acute myeloid leukemia with double mutant CEBPA,Blood,2013-Aug-29,2013-07-17,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,2,2,2526,3879,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,FALSE,TRUE,green,green,"0006-4971,1528-0020",Blood,American Society of Hematology,2013-08-29,response,TRUE,['institutional repository'],TRUE,"['publishedVersion', 'acceptedVersion']",FALSE,TRUE,TRUE,[],journal,12,2014-08-29,TRUE,TRUE,TRUE,TRUE,TRUE,NA,FALSE,FALSE,TRUE
NCT00163267,ClinicalTrials.gov,TRUE,1,Registry linked,FALSE,TRUE,TRUE,TRUE,TRUE,Tübingen,NA,Mirror Trial - Follow-Up Management of Peripheral Arterial Intervention With Clopidogrel,large,Other,Interventional,Drug,Phase 2/Phase 3,80,Completed,Quadruple,Randomized,TRUE,FALSE,TRUE,FALSE,2005-09-08,2005-09-01,2011-04-01,2011,2009-12-01,2009,NA,NA,NA,-7,2031,1545,914,1400,2945,2017-07-01,2017-12-01,2021-08-15,10.1583/13-4275mr.1,24093324,https://www.ncbi.nlm.nih.gov/pubmed/24093324,2013-10-01,journal publication,TRUE,TRUE,doi,Twelve-month results of a randomized trial comparing mono with dual antiplatelet therapy in endovascularly treated patients with peripheral artery disease,Journal of endovascular therapy : an official journal of the International Society of Endovascular Specialists,2013-Oct,NA,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,2436,3789,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,FALSE,TRUE,closed,closed,"1526-6028,1545-1550",Journal of Endovascular Therapy,International Society of Endovascular Specialists,2013-10-01,no_best_permission,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
NCT00170326,ClinicalTrials.gov,TRUE,1,Registry linked,FALSE,TRUE,TRUE,TRUE,TRUE,Berlin,NA,Progressive Ventricular Dysfunction Prevention in Pacemaker Patients,large,Industry,Interventional,Device,NA,108,Completed,Single,Randomized,TRUE,TRUE,FALSE,FALSE,2005-09-13,2002-01-01,2009-03-01,2009,2009-03-01,2009,NA,NA,NA,-1351,1265,1265,822,822,2087,2017-07-01,2017-12-01,2021-08-15,10.1093/eurjhf/hfr041,21613427,https://www.ncbi.nlm.nih.gov/pubmed/21613427,2011-06-01,journal publication,TRUE,TRUE,doi,Preventing ventricular dysfunction in pacemaker patients without advanced heart failure: results from a multicentre international randomized trial (PREVENT-HF),European journal of heart failure,2011-Jun,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,6,6,3197,4550,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,FALSE,TRUE,bronze,green,1388-9842,European Journal of Heart Failure,Wiley,2011-06-01,response,TRUE,['institutional repository'],TRUE,['acceptedVersion'],FALSE,TRUE,FALSE,"[{'type': 'other (non-commercial)', 'terms': 'https://perma.cc/6S5D-XMF4'}]",journal,12,2012-06-01,TRUE,TRUE,FALSE,TRUE,TRUE,NA,FALSE,FALSE,TRUE
NCT00170625,ClinicalTrials.gov,TRUE,1,Registry linked,FALSE,TRUE,TRUE,TRUE,TRUE,Berlin,NA,Therapy With Topotecan and Carboplatin by Patients With Relapsed Ovarian Cancer,large,Other,Interventional,Drug,Phase 1/Phase 2,28,Completed,None (Open Label),NA,NA,TRUE,FALSE,TRUE,2005-09-09,2004-06-01,2010-09-01,2010,2010-05-01,2010,2016-10-04,2225,2348,-465,1818,1695,-481,-358,1337,2017-07-01,2017-12-01,2021-08-15,10.1016/j.thromres.2009.03.013,19427025,https://www.ncbi.nlm.nih.gov/pubmed/19427025?dopt=Abstract,2009-05-08,journal publication,TRUE,TRUE,doi,Venous thromboembolism in recurrent ovarian cancer-patients: A systematic evaluation of the North-Eastern German Society of Gynaecologic Oncology Ovarian Cancer Study Group (NOGGO),Thrombosis research,2009-Nov,2009-05-08,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,1,0,1,1,2648,4001,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,closed,closed,0049-3848,Thrombosis Research,Elsevier BV,2009-11-01,response,TRUE,['institutional repository'],TRUE,"['acceptedVersion', 'submittedVersion']",TRUE,TRUE,FALSE,"[{'type': 'cc-by-nc-nd', 'terms': ''}]",journal,12,2010-11-01,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
NCT00180089,ClinicalTrials.gov,TRUE,1,Registry linked,FALSE,TRUE,TRUE,TRUE,TRUE,Dresden,NA,Budesonide for Prevention of Acute Gastrointestinal GVHD Following Allogenic Stem Cell Transplantation,large,Other,Interventional,Drug,Phase 3,242,Completed,Double,Randomized,TRUE,FALSE,FALSE,FALSE,2005-09-09,2004-01-01,2010-01-01,2010,2009-03-01,2009,NA,NA,NA,-617,1575,1269,1790,2096,3365,2017-07-01,2017-12-01,2021-08-15,10.1186/s12876-014-0197-7,25425214,https://www.ncbi.nlm.nih.gov/pubmed/25425214,2014-11-26,journal publication,TRUE,TRUE,doi,"Randomised, double-blind, placebo-controlled trial of oral budesonide for prophylaxis of acute intestinal graft-versus-host disease after allogeneic stem cell transplantation (PROGAST)",BMC gastroenterology,2014-Nov-26,2014-11-26,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,2891,4244,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,FALSE,TRUE,gold,gold,1471-230X,BMC Gastroenterology,Springer Science and Business Media LLC,2014-11-26,response,TRUE,['institutional repository'],TRUE,['publishedVersion'],FALSE,FALSE,TRUE,"[{'type': 'cc-by', 'terms': ''}]",journal,0,NA,TRUE,FALSE,TRUE,TRUE,TRUE,NA,FALSE,FALSE,TRUE
NCT00180102,ClinicalTrials.gov,TRUE,1,Registry linked,FALSE,TRUE,TRUE,TRUE,TRUE,Dresden,NA,AML2003 - Standard-Therapy vs Intensified Therapy for Adult Acute Myeloid Leukemia Patients <= 60 Years,large,Other,Interventional,Drug,Phase 4,600,Completed,None (Open Label),Randomized,TRUE,FALSE,FALSE,FALSE,2005-09-12,2003-12-01,2009-11-01,2009,2009-11-01,2009,NA,NA,NA,-651,1511,1511,1275,1275,2786,2017-07-01,2017-12-01,2021-08-15,10.1200/jco.2012.46.4743,23630210,https://www.ncbi.nlm.nih.gov/pubmed/23630210,2013-04-29,journal publication,TRUE,TRUE,doi,High-dose cytarabine consolidation with or without additional amsacrine and mitoxantrone in acute myeloid leukemia: results of the prospective randomized AML2003 trial,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,2013-Jun-10,2013-04-29,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,7,7,2952,4305,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,FALSE,TRUE,closed,closed,"0732-183X,1527-7755",Journal of Clinical Oncology,American Society of Clinical Oncology (ASCO),2013-06-10,response,TRUE,['institutional repository'],TRUE,"['publishedVersion', 'acceptedVersion']",FALSE,TRUE,TRUE,"[{'type': 'other-closed', 'terms': ''}]",publisher,12,2014-06-10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
NCT00185159,ClinicalTrials.gov,TRUE,1,Registry linked,FALSE,TRUE,TRUE,TRUE,TRUE,Hannover,NA,Olmesartan Medoxomil in Diabetes Mellitus,large,Industry,Interventional,Drug,Phase 3,4449,Completed,Double,Randomized,TRUE,FALSE,FALSE,FALSE,2005-09-12,2004-10-01,2009-07-01,2009,2009-07-01,2009,NA,NA,NA,-346,1388,1388,121,121,1509,2017-07-01,2017-12-01,2021-08-15,10.1007/s00125-009-1577-3,19876613,https://www.ncbi.nlm.nih.gov/pubmed/19876613?dopt=Abstract,2009-10-30,journal publication,TRUE,TRUE,doi,Determinants of urinary albumin excretion within the normal range in patients with type 2 diabetes: the Randomised Olmesartan and Diabetes Microalbuminuria Prevention (ROADMAP) study,Diabetologia,2010-Jan,2009-10-30,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,6,6,3075,4428,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,TRUE,TRUE,hybrid,hybrid,"0012-186X,1432-0428",Diabetologia,Springer Science and Business Media LLC,2009-10-30,no_embargo_info,TRUE,['institutional repository'],TRUE,"['submittedVersion', 'acceptedVersion', 'publishedVersion']",TRUE,TRUE,TRUE,"[{'type': 'cc-by-nc', 'terms': ''}]",article,NA,NA,NA,NA,NA,TRUE,NA,NA,FALSE,FALSE,FALSE
NCT00199082,ClinicalTrials.gov,TRUE,1,Registry linked,FALSE,TRUE,TRUE,TRUE,TRUE,Frankfurt,NA,"Trial for the Treatment of Newly Diagnosed Mature B-Cell Acute Lymphoblastic Leukemia (B-ALL), Burkitt's Non-Hodgkin's Lymphoma (NHL) and Other High-grade Lymphoma in Adults",large,Other,Interventional,Drug,Phase 4,650,Completed,None (Open Label),Non-Randomized,FALSE,FALSE,FALSE,FALSE,2005-09-12,2002-07-01,2010-06-01,2010,2010-06-01,2010,NA,NA,NA,-1169,1723,1723,1612,1612,3335,2017-07-01,2017-12-01,2021-08-15,10.1182/blood-2014-03-563627,25359988,http://www.bloodjournal.org/content/124/26/3870.long?sso-checked=true,2014-10-30,journal publication,TRUE,TRUE,doi,Improved outcome of adult Burkitt lymphoma/leukemia with rituximab and chemotherapy: report of a large prospective multicenter trial,Blood,2014-Dec-18,2014-10-30,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,2740,4093,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,FALSE,TRUE,bronze,green,"0006-4971,1528-0020",Blood,American Society of Hematology,2014-12-18,response,TRUE,['institutional repository'],TRUE,"['publishedVersion', 'acceptedVersion']",FALSE,TRUE,TRUE,[],journal,12,2015-12-18,TRUE,TRUE,TRUE,TRUE,TRUE,NA,FALSE,FALSE,TRUE
NCT00202917,ClinicalTrials.gov,TRUE,1,Registry linked,FALSE,TRUE,TRUE,TRUE,TRUE,Tübingen,Dresden Hamburg Münster Würzburg,Haploidentical Transplantation With CD3/CD19 Depleted Grafts in Patients With Hematologic Malignancies,large,Other,Interventional,Drug,Phase 1/Phase 2,61,Completed,None (Open Label),NA,NA,TRUE,FALSE,FALSE,2005-09-12,2004-02-01,2010-12-01,2010,2009-07-01,2009,NA,NA,NA,-589,1906,1388,490,1008,2396,2017-07-01,2017-12-01,2021-08-15,10.3324/haematol.2011.059378,22491731,https://www.ncbi.nlm.nih.gov/pubmed/22491731,2012-04-04,journal publication,TRUE,TRUE,doi,Haploidentical allogeneic hematopoietic cell transplantation in adults using CD3/CD19 depletion and reduced intensity conditioning: a phase II study,Haematologica,2012-Oct,2012-04-04,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,2557,3910,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,TRUE,TRUE,gold,gold,"0390-6078,1592-8721",Haematologica,Ferrata Storti Foundation (Haematologica),2012-04-04,response,TRUE,['institutional repository'],TRUE,['publishedVersion'],FALSE,FALSE,TRUE,[],journal,0,NA,TRUE,FALSE,TRUE,TRUE,TRUE,NA,FALSE,FALSE,TRUE
NCT00222222,ClinicalTrials.gov,TRUE,1,Registry linked,FALSE,TRUE,TRUE,TRUE,TRUE,Mannheim,NA,"Mediators of Inflammation, Prognostic Markers and Genetic Polymorphisms in Patients With Sepsis",small,Other,Interventional,Procedure,NA,105,Completed,None (Open Label),Non-Randomized,FALSE,FALSE,FALSE,FALSE,2005-09-13,2003-03-01,2011-12-01,2011,2011-12-01,2011,NA,NA,NA,-927,2270,2270,288,288,2558,2017-07-01,2017-12-01,2021-08-15,10.1186/1471-2334-12-217,22973876,https://www.ncbi.nlm.nih.gov/pubmed/22973876?dopt=Abstract,2012-09-14,journal publication,TRUE,TRUE,doi,Alterations of leptin in the course of inflammation and severe sepsis,BMC infectious diseases,2012-Sep-14,2012-09-14,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,2192,3545,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,TRUE,TRUE,gold,gold,1471-2334,BMC Infectious Diseases,Springer Science and Business Media LLC,2012-09-14,response,TRUE,['institutional repository'],TRUE,['publishedVersion'],FALSE,FALSE,TRUE,"[{'type': 'cc-by', 'terms': ''}]",journal,0,NA,TRUE,FALSE,TRUE,TRUE,TRUE,NA,FALSE,FALSE,TRUE
NCT00232830,ClinicalTrials.gov,TRUE,1,Registry linked,FALSE,TRUE,TRUE,TRUE,TRUE,Freiburg,NA,The Study to Assess AMI Treated With Balloon Angioplasty.,large,Industry,Interventional,Device,Phase 3,715,Completed,Single,Randomized,TRUE,TRUE,FALSE,FALSE,2005-10-04,2003-10-01,2009-04-01,2009,2009-02-01,2009,NA,NA,NA,-734,1275,1216,-930,-871,345,2017-07-01,2017-12-01,2021-08-15,10.1056/nejmoa062006,16971716,http://www.nejm.org/doi/full/10.1056/NEJMoa062006,2006-09-14,journal publication,TRUE,TRUE,doi,Sirolimus-eluting versus uncoated stents in acute myocardial infarction,The New England journal of medicine,2006-Sep-14,NA,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,5,5,3166,4519,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,TRUE,TRUE,green,green,"0028-4793,1533-4406",New England Journal of Medicine,Massachusetts Medical Society,2006-09-14,response,TRUE,['institutional repository'],TRUE,['publishedVersion'],FALSE,FALSE,TRUE,[],journal,6,2007-03-14,TRUE,FALSE,TRUE,TRUE,TRUE,NA,FALSE,FALSE,TRUE
NCT00255112,ClinicalTrials.gov,TRUE,1,Registry linked,FALSE,FALSE,TRUE,TRUE,TRUE,Bochum,NA,TAFF-Psychological Treatment of Separation Anxiety Disorder,small,Other,Interventional,Behavioral,NA,64,Completed,None (Open Label),Randomized,TRUE,FALSE,FALSE,FALSE,2005-11-16,2004-06-01,NA,NA,2009-12-01,2009,NA,NA,NA,-533,NA,1476,NA,499,1975,2017-07-01,2017-12-01,2021-08-15,10.1159/000323444,21494062,https://www.ncbi.nlm.nih.gov/pubmed/21494062,2011-04-14,journal publication,TRUE,TRUE,doi,Disorder-specific cognitive-behavioral therapy for separation anxiety disorder in young children: a randomized waiting-list-controlled trial,Psychotherapy and psychosomatics,2011,2011-04-14,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed,closed,"0033-3190,1423-0348",Psychotherapy and Psychosomatics,S. Karger AG,2011-01-01,response,TRUE,['institutional repository'],TRUE,"['acceptedVersion', 'submittedVersion']",TRUE,TRUE,FALSE,[{'type': 'other (non-commercial)'}],publisher,12,2012-01-01,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,FALSE,TRUE
NCT00256152,ClinicalTrials.gov,TRUE,1,Registry linked,FALSE,TRUE,TRUE,TRUE,TRUE,Frankfurt,NA,Asymptomatic Atrial Fibrillation and Stroke Evaluation in Pacemaker Patients and the Atrial Fibrillation Reduction Atrial Pacing Trial,large,Industry,Interventional,Device,Phase 4,2580,Completed,None (Open Label),Randomized,TRUE,FALSE,FALSE,FALSE,2005-09-10,2004-09-01,2010-06-01,2010,2010-06-01,2010,NA,NA,NA,-374,1725,1725,590,590,2315,2017-07-01,2017-12-01,2021-08-15,10.1056/nejmoa1105575,22236222,http://www.nejm.org/doi/full/10.1056/NEJMoa1105575,2012-01-12,journal publication,TRUE,TRUE,doi,Subclinical atrial fibrillation and the risk of stroke,The New England journal of medicine,2012-Jan-12,NA,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,6,6,2740,4093,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,TRUE,TRUE,green,green,"0028-4793,1533-4406",New England Journal of Medicine,Massachusetts Medical Society,2012-01-12,response,TRUE,['institutional repository'],TRUE,['publishedVersion'],FALSE,FALSE,TRUE,[],journal,6,2012-07-11,TRUE,FALSE,TRUE,TRUE,TRUE,NA,FALSE,FALSE,TRUE
NCT00262119,ClinicalTrials.gov,TRUE,1,Registry linked,FALSE,TRUE,TRUE,TRUE,TRUE,Frankfurt Marburg,NA,MINERVA: MINimizE Right Ventricular Pacing to Prevent Atrial Fibrillation and Heart Failure,large,Industry,Interventional,Device,Phase 4,1300,Completed,Single,Randomized,TRUE,FALSE,TRUE,TRUE,2005-12-04,2006-02-01,2013-04-01,2013,2012-04-01,2012,2014-05-09,403,768,59,2675,2310,389,754,3064,2017-07-01,2017-12-01,2021-08-15,10.1093/eurheartj/ehu165,24771721,https://www.ncbi.nlm.nih.gov/pubmed/24771721?dopt=Abstract,2014-04-25,journal publication,TRUE,TRUE,doi,Atrial antitachycardia pacing and managed ventricular pacing in bradycardia patients with paroxysmal or persistent atrial tachyarrhythmias: the MINERVA randomized multicentre international trial,European heart journal,2014-Sep-14,2014-04-25,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,16,16,1705,3058,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,bronze,green,"0195-668X,1522-9645",European Heart Journal,Oxford University Press (OUP),2014-04-25,no_embargo_info,TRUE,['institutional repository'],TRUE,"['submittedVersion', 'acceptedVersion', 'publishedVersion']",TRUE,TRUE,TRUE,"[{'type': 'cc-by-nc', 'terms': ''}]",article,NA,NA,NA,NA,NA,TRUE,NA,NA,FALSE,FALSE,FALSE
NCT00263419,ClinicalTrials.gov,TRUE,1,Registry linked,FALSE,TRUE,TRUE,TRUE,TRUE,Heidelberg,NA,Stress-relief Management for Treatment of Late Complications in Type 2 Diabetes,large,Other,Interventional,Behavioral,NA,110,Unknown status,None (Open Label),Randomized,TRUE,FALSE,FALSE,FALSE,2005-12-07,2005-01-01,2012-06-01,2012,2012-03-01,2012,NA,NA,NA,-340,2368,2276,-108,-16,2260,2017-07-01,2017-12-01,2021-08-15,10.2337/dc11-1343,22338101,http://care.diabetesjournals.org/content/35/5/945,2012-02-14,journal publication,TRUE,TRUE,doi,Sustained effects of a mindfulness-based stress-reduction intervention in type 2 diabetic patients: design and first results of a randomized controlled trial (the Heidelberger Diabetes and Stress-study),Diabetes care,2012-May,2012-02-14,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,3,3,2009,3362,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,TRUE,TRUE,hybrid,hybrid,"0149-5992,1935-5548",Diabetes Care,American Diabetes Association,2012-04-11,no_embargo_info,TRUE,['institutional repository'],TRUE,"['submittedVersion', 'acceptedVersion', 'publishedVersion']",TRUE,TRUE,TRUE,"[{'type': 'cc-by-nc-nd', 'terms': ''}]",article,NA,NA,NA,NA,NA,TRUE,NA,NA,FALSE,FALSE,FALSE
NCT00282646,ClinicalTrials.gov,TRUE,1,Registry linked,FALSE,TRUE,TRUE,TRUE,TRUE,Frankfurt,NA,Safety and Feasibility Study of Autologous Bone Marrow Cell Transplantation in Patients With Peripheral Arterial Occlusive Disease (PAOD),large,Other,Interventional,Procedure,Phase 1/Phase 2,40,Completed,Double,Randomized,TRUE,FALSE,FALSE,FALSE,2006-01-25,2005-10-01,2011-03-01,2011,2010-10-01,2010,NA,NA,NA,-116,1861,1710,-56,95,1805,2017-07-01,2017-12-01,2021-08-15,10.1161/circinterventions.110.958348,21205939,http://circinterventions.ahajournals.org/content/4/1/26,2011-01-04,journal publication,TRUE,TRUE,doi,"Intraarterial administration of bone marrow mononuclear cells in patients with critical limb ischemia: a randomized-start, placebo-controlled pilot trial (PROVASA)",Circulation. Cardiovascular interventions,2011-Feb-01,2011-01-04,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,1,2,2,2467,3820,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,TRUE,TRUE,bronze,bronze,"1941-7640,1941-7632",Circulation: Cardiovascular Interventions,Ovid Technologies (Wolters Kluwer Health),2011-02-01,response,TRUE,['institutional repository'],TRUE,"['acceptedVersion', 'submittedVersion']",TRUE,TRUE,FALSE,"[{'type': 'other-closed', 'terms': ''}]",publisher,12,2012-02-01,TRUE,TRUE,FALSE,TRUE,TRUE,NA,FALSE,FALSE,FALSE
NCT00284713,ClinicalTrials.gov,TRUE,1,Registry linked,FALSE,TRUE,TRUE,TRUE,TRUE,Frankfurt,NA,Progenitor Cell Therapy in Dilative Cardiomyopathy,large,Other,Interventional,Procedure,Phase 1/Phase 2,30,Completed,None (Open Label),Randomized,TRUE,TRUE,FALSE,FALSE,2006-01-31,2004-05-01,2009-01-01,2009,2009-01-01,2009,NA,NA,NA,-640,1066,1066,1251,1251,2317,2017-07-01,2017-12-01,2021-08-15,10.1016/j.jacc.2012.02.033,22651868,http://www.sciencedirect.com/science/article/pii/S156919931000144X?via%3Dihub,2012-06-05,journal publication,TRUE,TRUE,doi,Micro-RNA-34a contributes to the impaired function of bone marrow-derived mononuclear cells from patients with cardiovascular disease,Journal of the American College of Cardiology,2012-Jun-05,NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,1,0,3,3,3256,4609,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,FALSE,TRUE,bronze,bronze,0735-1097,Journal of the American College of Cardiology,Elsevier BV,2012-06-01,response,TRUE,['institutional repository'],TRUE,"['acceptedVersion', 'submittedVersion']",TRUE,TRUE,FALSE,"[{'type': 'cc-by-nc-nd', 'terms': ''}]",journal,12,2013-06-01,TRUE,TRUE,FALSE,TRUE,TRUE,NA,FALSE,FALSE,TRUE
NCT00293943,ClinicalTrials.gov,TRUE,1,Registry linked,FALSE,TRUE,TRUE,TRUE,TRUE,Hamburg Münster,NA,Randomized Trial of Two Different Strategies to Treat Paroxysmal Atrial Fibrillation,large,Other,Interventional,Procedure,NA,232,Completed,None (Open Label),Randomized,TRUE,TRUE,TRUE,FALSE,2006-02-17,2006-02-01,2010-08-01,2010,2010-03-01,2010,NA,NA,NA,-16,1626,1473,1991,2144,3617,2017-07-01,2017-12-01,2021-08-15,10.1161/circep.115.003337,26763226,http://circep.ahajournals.org/content/9/1/e003337.long,2016-01-13,journal publication,TRUE,TRUE,doi,Impact of Complete Versus Incomplete Circumferential Lines Around the Pulmonary Veins During Catheter Ablation of Paroxysmal Atrial Fibrillation: Results From the Gap-Atrial Fibrillation-German Atrial Fibrillation Competence Network 1 Trial,Circulation. Arrhythmia and electrophysiology,2016-Jan,NA,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,2679,4032,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,closed,closed,"1941-3149,1941-3084",Circulation: Arrhythmia and Electrophysiology,Ovid Technologies (Wolters Kluwer Health),2016-01-01,response,TRUE,['institutional repository'],TRUE,"['acceptedVersion', 'submittedVersion']",TRUE,TRUE,FALSE,"[{'type': 'other-closed', 'terms': ''}]",publisher,12,2017-01-01,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
