id,pub_title,doi,pmid,registration_date,start_date,completion_date,has_iv_trn_abstract,has_iv_trn_ft,has_reg_pub_link,reg_1y_after_start,reg_after_cd,reg_after_pub,has_crossreg_eudract,has_crossreg_isrctn
NCT00338689,Lower protein in infant formula is associated with lower weight up to age 2 y: a randomized clinical trial,10.3945/ajcn.2008.27091,19386747,2006-06-19,2002-10-01,2022-09-01,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
NCT03323528,"Efficacy and safety of a triple active sore throat lozenge in the treatment of patients with acute pharyngitis: Results of a multi-centre, randomised, placebo-controlled, double-blind, parallel-group trial (DoriPha)",10.1111/ijcp.13272,30329199,2017-10-24,2017-02-01,2017-11-15,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
NCT02325440,Immune Cell Profiling During Switching from Natalizumab to Fingolimod Reveals Differential Effects on Systemic Immune-Regulatory Networks and on Trafficking of Non-T Cell Populations into the Cerebrospinal Fluid-Results from the ToFingo Successor Study,10.3389/fimmu.2018.01560,30050529,2014-09-04,2014-03-01,2016-04-01,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
NCT01970384,Randomized trial of transcranial direct current stimulation for poststroke dysphagia,10.1002/ana.25151,29350775,2013-10-22,2012-06-01,2014-12-01,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
NCT01956175,Electrical pharyngeal stimulation for dysphagia treatment in tracheotomized stroke patients: a randomized controlled trial,10.1007/s00134-015-3897-8,26077087,2013-09-24,2013-06-01,2014-12-01,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT00976222,"Response of vascular pigment epithelium detachment due to age-related macular degeneration to monthly treatment with ranibizumab: the prospective, multicentre RECOVER study",10.1111/aos.13359,28084038,2009-09-11,2008-12-01,2015-12-01,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
NCT00714311,Transference-focused psychotherapy v. treatment by community psychotherapists for borderline personality disorder: randomised controlled trial,10.1192/bjp.bp.109.070177,20435966,2008-07-09,2004-10-01,2015-02-01,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
NCT04209309,Repetitive Transcranial Magnetic Stimulation as a Potential Tool to Reduce Sexual Arousal: A Proof of Concept Study,10.1016/j.jsxm.2020.05.002,32580914,2019-12-17,2014-10-01,2016-07-01,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT02993510,"A Randomized, Controlled Trial Comparing Autologous Matrix-Induced Chondrogenesis (AMIC®) to Microfracture: Analysis of 1- and 2-Year Follow-Up Data of 2 Centers",10.2174/1874325001307010133,23730377,2016-12-02,2003-12-01,2016-07-01,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
NCT02990208,Diaphragmatic breathing during virtual reality exposure therapy for aviophobia: functional coping strategy or avoidance behavior? a pilot study,10.1186/s12888-016-1181-2,28100203,2016-12-05,2014-01-01,2015-10-01,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT02501577,A comparison of various supraglottic airway devices for fiberoptical guided tracheal intubation,10.1016/j.bjane.2015.09.007,28236864,2015-07-09,2015-03-01,2015-10-01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT02500394,Biomarker-guided Intervention to Prevent Acute Kidney Injury After Major Surgery: The Prospective Randomized BigpAK Study,10.1097/sla.0000000000002485,28857811,2015-07-07,2015-06-01,2017-01-01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT02321813,Diagnosing deficits in quality of life and providing tailored therapeutic options: Results of a randomised trial in 220 patients with colorectal cancer,10.1016/j.ejca.2020.01.025,32179445,2014-12-11,2014-01-01,2017-06-01,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT02306447,A Pilot Study of Peripheral Muscle Magnetic Stimulation as Add-on Treatment to Repetitive Transcranial Magnetic Stimulation in Chronic Tinnitus,10.3389/fnins.2018.00068,29515350,2014-12-01,2014-08-01,2016-04-01,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT01935531,Topical Diclofenac Reprograms Metabolism and Immune Cell Infiltration in Actinic Keratosis,10.3389/fonc.2019.00605,31334125,2013-08-30,2013-06-01,2016-03-01,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT01614301,"Biomodulatory metronomic therapy in stage IV melanoma is well-tolerated and may induce prolonged progression-free survival, a phase I trial",10.1111/jdv.13391,26417987,2012-06-05,2012-05-01,2016-05-01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT01540344,"Perioperative Systemic Chemotherapy, Cytoreductive Surgery, and Hyperthermic Intraperitoneal Chemotherapy in Patients With Colorectal Peritoneal Metastasis: Results of the Prospective Multicenter Phase 2 COMBATAC Trial",10.1016/j.clcc.2018.07.011,30131226,2012-02-19,2010-10-01,2017-10-01,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
NCT00355862,"Sirolimus Use in Liver Transplant Recipients With Hepatocellular Carcinoma: A Randomized, Multicenter, Open-Label Phase 3 Trial",10.1097/tp.0000000000000965,26555945,2006-07-24,2006-01-01,2014-05-01,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
NCT02051621,Pulmonary vein triggers play an important role in the initiation of atrial flutter: Initial results from the prospective randomized Atrial Fibrillation Ablation in Atrial Flutter (Triple A) trial,10.1016/j.hrthm.2015.01.040,25638698,2013-12-03,2010-08-01,2017-08-01,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
NCT02941432,Black tea dressings - a rapidly effective treatment for facial dermatitis,10.1080/09546634.2019.1573306,30668184,2016-10-16,2016-09-01,2017-09-01,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT02902861,"An intensified dosing schedule of subcutaneous methotrexate in patients with moderate to severe plaque-type psoriasis (METOP): a 52 week, multicentre, randomised, double-blind, placebo-controlled, phase 3 trial",10.1016/s0140-6736(16)32127-4,28012564,2016-07-26,2013-02-01,2015-05-01,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
NCT02744638,"Effect of a yoghurt drink containing Lactobacillus strains on bacterial vaginosis in women - a double-blind, randomised, controlled clinical pilot trial",10.3920/bm2017.0018,29065710,2016-03-31,2015-02-01,2016-09-01,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
NCT02694588,Vedolizumab is associated with changes in innate rather than adaptive immunity in patients with inflammatory bowel disease,10.1136/gutjnl-2018-316023,29730603,2015-12-04,2014-06-01,2016-12-01,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
NCT02601963,"A Phase II, Randomized, Double-Blind Clinical Study Evaluating the Safety, Tolerability, and Efficacy of a Topical Minocycline Foam, FMX103, for the Treatment of Facial Papulopustular Rosacea",10.1007/s40257-017-0339-0,29396702,2015-10-19,2015-09-01,2016-08-01,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT02559141,Non-invasive hemodynamic optimization in major abdominal surgery: a feasibility study,NA,27352070,2015-09-23,2014-03-01,2015-10-01,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
NCT02438228,Accuracy of Cardiac Output by Nine Different Pulse Contour Algorithms in Cardiac Surgery Patients: A Comparison with Transpulmonary Thermodilution,10.1155/2016/3468015,28116294,2015-04-29,2014-11-01,2015-11-01,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT02365350,"Randomized, open trial comparing a modified double-lumen needle follicular flushing system with a single-lumen aspiration needle in IVF patients with poor ovarian response",10.1093/humrep/dex019,28333185,2015-02-06,2015-01-01,2016-08-01,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT02312505,Accuracy of an autocalibrated pulse contour analysis in cardiac surgery patients: a bi-center clinical trial,10.1186/s12871-015-0153-2,26612072,2012-12-03,2012-03-01,2014-12-01,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT02253563,Resistance versus Balance Training to Improve Postural Control in Parkinson's Disease: A Randomized Rater Blinded Controlled Study,10.1371/journal.pone.0140584,26501562,2014-09-24,2011-06-01,2014-02-01,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT02189473,Radiotherapy With 4 Gy × 5 Versus 3 Gy × 10 for Metastatic Epidural Spinal Cord Compression: Final Results of the SCORE-2 Trial (ARO 2009/01),10.1200/jco.2015.64.0862,26729431,2014-07-07,2010-07-01,2015-07-01,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
NCT01795482,Warming before and after epidural block before general anaesthesia for major abdominal surgery prevents perioperative hypothermia: A randomised controlled trial,10.1097/eja.0000000000000369,26555870,2013-02-18,2013-01-01,2014-08-01,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT01635660,"Videolaryngoscopy for Physician-Based, Prehospital Emergency Intubation: A Prospective, Randomized, Multicenter Comparison of Different Blade Types Using A.P. Advance, C-MAC System, and KingVision",10.1213/ane.0000000000002735,29239965,2012-07-04,2011-10-01,2015-06-01,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT01423747,Monitoring of minimal residual disease after allogeneic stem-cell transplantation in relapsed childhood acute lymphoblastic leukemia allows for the identification of impending relapse: results of the ALL-BFM-SCT 2003 trial,10.1200/jco.2014.58.4631,25605857,2011-08-25,2003-07-01,2016-09-01,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
NCT01269151,Testing the clinical value of multifocal electroretinography and microperimetry and the effects of intravitreal therapy with ranibizumab on macular function in the course of wet age-related macular degeneration: a 1-year prospective study,10.2147/opth.s123513,28435212,2011-01-03,2010-10-01,2014-04-01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT01927549,PCI Strategies in Patients with Acute Myocardial Infarction and Cardiogenic Shock,10.1056/nejmoa1710261,29083953,2013-08-14,2013-04-01,2017-10-01,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT03519698,Increasing Warmth in Adolescents with Anorexia Nervosa: A Randomized Controlled Crossover Trial Examining the Efficacy of Mustard and Ginger Footbaths,10.1155/2020/2416582,32076439,2018-01-12,2015-12-15,2017-06-22,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT03140397,The Oral Bioavailability of 8-Prenylnaringenin from Hops (Humulus Lupulus L.) in Healthy Women and Men is Significantly Higher than that of its Positional Isomer 6-Prenylnaringenin in a Randomized Crossover Trial,10.1002/mnfr.201700838,29363261,2017-05-02,2016-01-01,2017-12-31,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
NCT02951000,Randomized clinical trial of platysma muscle suture versus no suture for wound closure after thyroid surgery,10.1002/bjs.10829,29579320,2016-10-28,2016-02-01,2017-06-01,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT02874911,"Individualized exergame training improves postural control in advanced degenerative spinocerebellar ataxia: A rater-blinded, intra-individually controlled trial",10.1016/j.parkreldis.2017.03.016,28365204,2016-08-12,2012-09-01,2016-03-01,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT02640703,Randomized Controlled Trial on the Effects of Morning versus Evening Primary Vaccination on Episodes of Hypoxemia and Bradycardia in Very Preterm Infants,10.1159/000501338,31394525,2015-12-12,2015-03-01,2017-05-01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT02468999,Hypothalamic and Striatal Insulin Action Suppresses Endogenous Glucose Production and May Stimulate Glucose Uptake During Hyperinsulinemia in Lean but Not in Overweight Men,10.2337/db16-1380,28174292,2015-03-24,2015-01-01,2015-12-01,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT02336334,PROSPECTIVE RANDOMIZED TRIAL ASSESSING THE IMPACT OF FEEDBACK MECHANISMS ON PATIENT POSITIONING,10.1097/iae.0000000000002006,29266047,2014-12-08,2014-10-01,2016-07-01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT02336321,An EEG/EOG-based hybrid brain-neural computer interaction (BNCI) system to control an exoskeleton for the paralyzed hand,10.1515/bmt-2014-0126,25490027,2014-12-19,2014-04-01,2015-05-01,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
NCT02260115,"A first-in-human, randomized, controlled, subject- and reviewer-blinded multicenter study of Actamax™ Adhesion Barrier",10.1007/s00404-016-4211-x,27844212,2014-10-01,2013-11-01,2016-07-01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT02222675,"Ultrasound-Assisted Tumor Surgery in Breast Cancer - A Prospective, Randomized, Single-Center Study (MAC 001)",10.1055/a-0637-1725,29975969,2014-08-20,2009-04-01,2015-05-01,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
NCT02089009,Quality and learning curve of handheld versus stand-alone non-mydriatic cameras,10.2147/opth.s140064,28919703,2014-03-11,2013-12-01,2016-02-01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT01947595,A high-risk phenotype associates with reduced improvement in glycaemia during a lifestyle intervention in prediabetes,10.1007/s00125-015-3760-z,26404062,2013-06-25,2012-03-01,2017-08-01,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
NCT01894113,"Bleeding risk of transbronchial cryobiopsy compared to transbronchial forceps biopsy in interstitial lung disease - a prospective, randomized, multicentre cross-over trial",10.1186/s12931-019-1091-1,31277659,2013-07-02,2012-01-01,2014-05-01,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
NCT01837901,"Transcorneal Electrical Stimulation for Patients With Retinitis Pigmentosa: A Prospective, Randomized, Sham-Controlled Follow-up Study Over 1 Year",10.1167/iovs.16-19906,28114587,2013-04-09,2011-07-01,2014-02-01,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
NCT01835002,Transcorneal Electrical Stimulation for the Treatment of Retinitis Pigmentosa: A Multicenter Safety Study of the OkuStim® System (TESOLA-Study),10.1159/000505001,31775146,2013-04-15,2012-09-01,2015-08-01,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT01788254,Translational learning from clinical studies predicts drug pharmacokinetics across patient populations,10.1038/s41540-017-0012-5,28649438,2013-01-31,2012-01-01,2015-05-01,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
NCT01773902,Effect of Increased Enteral Protein Intake on Growth in Human Milk-Fed Preterm Infants: A Randomized Clinical Trial,10.1001/jamapediatrics.2016.2681,27893064,2013-01-15,2012-10-01,2016-07-01,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT01635114,"Effects of resveratrol supplementation on liver fat content in overweight and insulin-resistant subjects: A randomized, double-blind, placebo-controlled clinical trial",10.1111/dom.13268,29484808,2012-07-03,2012-06-01,2015-09-01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT00204529,Adjuvant treatment with pegylated interferon α-2a versus low-dose interferon α-2a in patients with high-risk melanoma: a randomized phase III DeCOG trial,10.1093/annonc/mdw225,27287206,2005-09-12,2004-10-01,2016-12-01,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT03147131,Bone remodelling after femoral short stem implantation in total hip arthroplasty: 1-year results from a randomized DEXA study,10.1007/s00402-015-2370-z,26613788,2016-12-19,2010-08-01,2017-07-01,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
NCT02962518,Treatment of ear keloids: algorithm for a multimodal therapy regimen,10.1007/s00405-017-4714-5,28825129,2016-11-04,2014-07-01,2016-10-01,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT02595645,Genetic Biopsy for Prediction of Surveillance Intervals after Endoscopic Resection of Colonic Polyps: Results of the GENESIS Study,10.1177/2050640617723810,29511559,2015-10-29,2015-08-01,2016-10-01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT02061722,PET Molecular Imaging of Phosphodiesterase 10A: An Early Biomarker of Huntington's Disease Progression,10.1002/mds.27963,31967355,2014-02-03,2013-01-01,2016-05-01,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
NCT01392079,Telomere length in poor-risk chronic lymphocytic leukemia: associations with disease characteristics and outcome,10.1080/10428194.2017.1390236,29063805,2011-06-28,2008-02-01,2016-03-01,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
NCT00670436,Paclitaxel-coated balloon with bare-metal stenting in patients with chronic total occlusions in native coronary arteries,10.1002/ccd.24409,22511572,2008-04-29,2008-02-01,2014-03-01,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT02585882,"Caries-Preventive Effect of Salt Fluoridation in Preschool Children in The Gambia: A Prospective, Controlled, Interventional Study",10.1159/000479892,29136625,2015-10-22,2012-03-01,2015-10-01,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT02705456,"Impact of a non-fluoridated microcrystalline hydroxyapatite dentifrice on enamel caries progression in highly caries-susceptible orthodontic patients: A randomized, controlled 6-month trial",10.1111/jicd.12399,30701704,2016-02-25,2014-10-01,2016-12-01,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
NCT01799525,Controlled transient hypercapnia: a novel approach for the treatment of delayed cerebral ischemia after subarachnoid hemorrhage?,10.3171/2014.7.jns132611,25148012,2013-02-20,2013-01-01,2014-08-01,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT01764880,Phase I study of the heparanase inhibitor roneparstat: an innovative approach for ultiple myeloma therapy,10.3324/haematol.2017.182865,29700168,2013-01-07,2012-11-01,2016-11-01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT01727778,GRP78-directed immunotherapy in relapsed or refractory multiple myeloma - results from a phase 1 trial with the monoclonal immunoglobulin M antibody PAT-SM6,10.3324/haematol.2014.117945,25637055,2012-11-12,2012-10-01,2014-04-01,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
NCT01594892,Risk factors for vertebral compression fracture after spine stereotactic body radiation therapy: Long-term results of a prospective phase 2 study,10.1016/j.radonc.2019.08.026,31526672,2012-05-07,2012-04-01,2017-07-01,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
DRKS00007697,"[Adherence to Phase III Cardiac Rehabilitation Programs: A Prospective, Randomized Comparison between a Conventionally Conducted Program and a Tai Chi-Based Program]",10.1055/s-0042-100952,27064493,2015-01-14,2013-03-12,2014-06-30,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
DRKS00007844,"[Standardized national medication plan : The pilot projects MetropolMediplan 2016, model region Erfurt, and PRIMA]",10.1007/s00103-018-2789-9,30046864,2015-07-15,2015-06-29,2017-03-31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DRKS00011936,Ultrasound diagnosis of juvenile forearm fractures,10.1007/s10396-010-0263-x,27278011,2017-04-24,2012-11-01,2014-11-20,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
DRKS00012439,Acute effects of blood flow restriction on exercise-induced free radical production in young and healthy subjects,10.1080/10715762.2018.1440293,29448855,2017-07-24,2017-01-09,2017-09-29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DRKS00004844,Phase I study of orally administered S-1 in combination with epirubicin and oxaliplatin in patients with advanced solid tumors and chemotherapy-naïve advanced or metastatic esophagogastric cancer,10.1007/s10120-016-0618-0,27255289,2013-06-07,2012-02-09,2015-06-04,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
DRKS00005941,Phase I study of orally administered S-1 in combination with epirubicin and oxaliplatin in patients with advanced solid tumors and chemotherapy-naïve advanced or metastatic esophagogastric cancer,10.1007/s10120-016-0618-0,27255289,2014-02-26,2013-10-14,2015-06-04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DRKS00004887,[Supporting Patients with Diabetes mellitus type 2 and Obesity in Transfer of Medically Indicated Lifestyle Changes into Everyday Life by a Planning Competence Training in a Randomized Controlled Trial],10.1055/a-0891-3505,31108553,2013-10-07,2013-01-16,2015-04-30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DRKS00012871,Evaluation of electrical impedance tomography for determination of urinary bladder volume: comparison with standard ultrasound methods in healthy volunteers,10.1186/s12938-018-0526-0,30005629,2017-08-24,2013-09-02,2014-12-31,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
DRKS00000446,Automatic positive airway pressure for obstructive sleep apnea in heart failure with reduced ejection fraction,10.1007/s00392-020-01701-1,32651657,2010-06-29,2009-02-12,2016-11-23,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
DRKS00009792,The Cardiovascular Effect of Musical Genres,10.3238/arztebl.2016.0347,27294814,2015-12-23,2012-03-01,2015-11-30,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
DRKS00010845,Safety of femtosecond laser-assisted primary posterior capsulotomy immediately after cataract surgery,10.1016/j.jcrs.2017.06.041,28991613,2016-08-03,2015-04-09,2016-07-07,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
DRKS00011600,Prospective multicenter trial of a small-aperture intraocular lens in cataract surgery,10.1016/j.jcrs.2017.04.038,28823444,2017-01-25,2015-03-03,2016-11-10,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
DRKS00011500,"Effects of an Alkalizing or Acidizing Diet on High-Intensity Exercise Performance under Normoxic and Hypoxic Conditions in Physically Active Adults: A Randomized, Crossover Trial",10.3390/nu12030688,32143278,2016-12-23,2016-11-10,2016-12-03,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
DRKS00009552,Parallel study about the effects of psychotherapy on patients with dental phobia determined by anxiety scores and saliva secretion and composition,10.1186/s12903-016-0264-2,27485732,2015-10-22,2011-12-01,2015-08-31,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
DRKS00005076,"Effects of the flavonol quercetin and α-linolenic acid on n-3 PUFA status in metabolically healthy men and women: a randomised, double-blinded, placebo-controlled, crossover trial",10.1017/s0007114517000241,28366181,2013-08-01,2013-05-06,2015-12-01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DRKS00005595,[Early Selection of At-risk Patients for Type 2 Diabetes in the GP Surgery by Medical Assistants - A Feasibility Study],10.1055/s-0035-1548858,25918931,2014-01-15,2013-11-18,2015-04-15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DRKS00009614,"Matrix stimulation in cancer pain: Methodology, safety and effectiveness",10.1002/ejp.1089,28805336,2016-06-27,2014-01-03,2015-05-31,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
DRKS00010553,Comparison between piezosurgery and conventional osteotomy in cranioplasty with fronto-orbital advancement,10.1016/j.jcms.2016.12.018,28108236,2016-06-08,2014-07-24,2016-05-22,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
DRKS00013340,Effect of transcutaneous vagus nerve stimulation on muscle activity in the gastrointestinal tract (transVaGa): a prospective clinical trial,10.1007/s00384-018-3204-6,30519842,2017-11-28,2016-03-01,2016-10-24,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
DRKS00003568,The Efficacy of Goal Setting in Cardiac Rehabilitation-a Gender-Specific Randomized Controlled Trial,10.3238/arztebl.2016.0525,27581505,2012-02-22,2011-11-30,2014-12-31,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DRKS00007117,The Charité cesarean birth: a family orientated approach of cesarean section,10.3109/14767058.2014.991917,25572878,2014-11-05,2014-01-01,2014-10-01,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
DRKS00009347,Contactless recording of sleep apnea and periodic leg movements by nocturnal 3-D-video and subsequent visual perceptive computing,10.1038/s41598-019-53050-3,31727918,2015-11-27,2015-09-23,2016-11-20,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DRKS00009368,Adjuvant antifungal therapy using tissue tolerable plasma on oral mucosa and removable dentures in oral candidiasis patients: a randomised double-blinded split-mouth pilot study,10.1111/myc.12495,26932256,2015-09-21,2015-03-11,2015-08-05,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
DRKS00009391,Volatile organic compounds in the breath of oral candidiasis patients: a pilot study,10.1007/s00784-017-2147-6,28601915,2016-01-08,2015-03-24,2016-01-07,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
DRKS00009539,Volatile Organic Compounds in the Breath of Oral Squamous Cell Carcinoma Patients: A Pilot Study,10.1177/0194599817711411,28585450,2015-10-22,2014-11-19,2015-09-14,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
DRKS00011212,A Randomized Controlled Trial of Green Tea Beverages on the in vivo Radical Scavenging Activity in Human Skin,10.1159/000477355,28723689,2016-10-28,2015-10-16,2016-06-10,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
DRKS00012499,Low Sensitivity of Simtomax Point of Care Test in Detection of Celiac Disease in a Prospective Multicenter Study,10.1016/j.cgh.2018.09.032,30267867,2017-07-14,2016-01-09,2017-12-29,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
DRKS00012795,Characterization of Respiratory Events in Obstructive Sleep Apnea Using Suprasternal Pressure Monitoring,10.5664/jcsm.6978,29458696,2017-07-27,2013-04-02,2014-12-17,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
DRKS00004911,Aerobic versus isometric handgrip exercise in hypertension: a randomized controlled trial,10.1097/hjh.0000000000001445,28622156,2013-04-29,2013-02-27,2014-11-28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DRKS00011688,Combined glutamate and glutamine levels in pain-processing brain regions are associated with individual pain sensitivity,10.1097/j.pain.0000000000000634,27649042,2017-02-07,2016-12-16,2017-03-07,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
DRKS00011719,"Eight-week, multimodal exercise counteracts a progress of chemotherapy-induced peripheral neuropathy and improves balance and strength in metastasized colorectal cancer patients: a randomized controlled trial",10.1007/s00520-017-3875-5,28963591,2017-03-17,2015-04-10,2016-04-10,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
DRKS00004271,Willingness to participate in mammography screening: a randomized controlled questionnaire study of responses to two patient information leaflets with different factual content,10.3238/arztebl.2015.0061,25686383,2012-08-27,2012-07-15,2014-05-28,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
